,FirstOrderDate,marketing_channel,First_Ord_Value,SecondOrdValue,D2_D1,customer_count
322,2024-01-16,Others,708.5757575757576,,,33
323,2023-02-10,MyRewards,263.2638888888889,770.0,-326.0,72
324,2023-04-20,Instagram,303.3,349.0,-39.0,30
325,2023-10-28,Instagram,349.0,,,2
326,2023-04-06,Direct/SEO,476.6,264.3333333333333,-101.0,25
327,2023-04-29,Others,668.4313725490196,739.3333333333334,-200.33333333333334,51
328,2023-11-12,Direct/SEO,616.75,,,4
329,2022-09-15,Google,350.18333333333334,597.0,-188.5,59
330,2023-11-04,Affiliate,199.0,,,2
331,2023-04-29,Instagram,395.5,,,4
332,2024-03-01,Facebook,862.1923076923077,,,26
333,2023-10-28,Affiliate,279.0,475.0,-78.0,5
334,2022-12-16,Instagram,329.72727272727275,,,11
335,2023-01-11,Instagram,487.0,,,3
336,2023-10-12,Instagram,489.25,,,4
337,2024-01-14,MyRewards,589.5,,,16
338,2023-01-11,Affiliate,0.0,,,1
339,2024-02-06,Instagram,298.5,,,2
340,2024-01-16,Instagram,0.0,,,1
341,2024-02-13,Facebook,1125.0,,,2
342,2023-12-07,Instagram,827.3333333333334,,,3
343,2023-10-12,Affiliate,349.0,,,1
344,2023-03-23,Affiliate,219.0,,,1
345,2023-12-07,Affiliate,648.0,,,3
346,2024-01-16,Affiliate,699.0,,,1
347,2023-11-04,Instagram,700.0,,,1
348,2023-01-10,Instagram,395.0,,,2
349,2023-10-04,Facebook,647.1206293706293,850.7894736842105,-60.89473684210526,1136
350,2022-12-16,Direct/SEO,566.1354515050167,645.2162162162163,-155.67567567567568,579
351,2023-10-28,Direct/SEO,721.8633474576271,655.7,-54.45,913
352,2023-10-12,Direct/SEO,700.1272123893805,697.0384615384615,-52.57692307692308,877
353,2022-11-06,Others,465.26079136690646,592.0,-198.88888888888889,551
354,2023-07-20,Facebook,793.0146471371505,584.08,-79.76,739
355,2023-05-29,Affiliate,558.375,,,16
356,2023-10-08,Google,650.6153846153846,,,104
357,2023-10-27,Facebook,748.6871880199667,855.4444444444445,-49.888888888888886,599
358,2023-01-01,Facebook,519.4264705882352,645.2258064516129,-154.51612903225808,603
359,2022-10-22,Facebook,340.875,666.25,-162.25,136
360,2023-11-23,Others,547.2846153846153,659.6923076923077,-29.46153846153846,2980
361,2024-02-06,Direct/SEO,636.8583638583639,655.0625,-5.375,791
362,2023-01-06,Others,572.7494600431966,549.4444444444445,-122.11111111111111,460
363,2023-09-14,Others,591.067385444744,252.5,-13.0,365
364,2022-10-07,Facebook,382.1608832807571,485.7857142857143,-187.07142857142858,315
365,2023-07-16,Facebook,806.2638036809816,540.625,-66.625,325
366,2024-02-08,Others,682.1831187410587,900.0,-6.0,698
367,2023-11-26,Google,602.9047619047619,264.3333333333333,-26.666666666666668,125
368,2023-12-20,Others,603.2144495412844,957.6666666666666,-46.666666666666664,870
369,2023-01-11,Direct/SEO,626.4934497816594,1254.5333333333333,-61.666666666666664,223
370,2023-02-27,Others,467.39527027027026,649.8571428571429,-159.57142857142858,295
371,2023-11-04,Direct/SEO,727.7462686567164,769.3333333333334,-51.666666666666664,130
372,2023-04-20,Direct/SEO,565.6231086657497,570.56,-138.32,726
373,2024-01-16,Direct/SEO,756.05,724.8571428571429,-22.857142857142858,117
374,2023-12-07,Direct/SEO,656.5997581620314,684.8888888888889,-39.77777777777778,808
375,2022-09-29,Others,343.38196286472146,540.0625,-171.5,375
376,2023-10-25,Others,591.3200795228628,,,502
377,2023-10-05,Facebook,640.6193029490616,490.85714285714283,-52.285714285714285,371
378,2022-09-06,Direct/SEO,462.98823529411766,648.7142857142857,-137.16326530612244,1004
379,2023-01-10,Direct/SEO,636.808,591.7058823529412,-78.6470588235294,239
380,2023-02-11,Facebook,441.80456942003514,880.695652173913,-177.52173913043478,566
381,2023-11-23,Affiliate,752.0,,,4
382,2023-10-20,Facebook,744.4326923076923,871.0769230769231,-42.30769230769231,414
383,2022-09-28,Others,304.9845679012346,531.3076923076923,-131.69230769230768,319
384,2024-02-29,Others,701.4944444444444,,,180
385,2023-05-23,Facebook,581.6417112299465,702.3333333333334,-135.33333333333334,184
386,2023-01-13,Facebook,606.1921768707483,643.8965517241379,-142.10344827586206,580
387,2023-01-28,Facebook,456.23716012084594,729.7777777777778,-147.77777777777777,659
388,2023-03-23,Direct/SEO,716.721071863581,543.3529411764706,-120.28571428571429,807
389,2022-10-01,Others,341.71604938271605,790.0,-52.0,80
390,2023-10-24,Facebook,746.1543026706231,577.0,-17.375,335
391,2023-02-27,Instagram,322.06451612903226,990.0,-240.0,31
392,2023-01-18,Google,393.5,,,10
393,2023-04-29,Direct/SEO,643.6483516483516,739.2,-69.2,175
394,2023-06-23,Facebook,631.8125,396.3333333333333,-109.16666666666667,141
395,2022-09-17,Others,428.11167512690355,435.0,-192.5,196
396,2023-05-29,Others,704.0541401273886,1500.0,-48.0,312
397,2022-12-26,MyRewards,340.375,643.0,-39.0,31
398,2023-01-06,Instagram,382.3157894736842,395.0,-10.0,19
399,2023-07-26,Google,853.7380952380952,597.6666666666666,-91.0,84
400,2023-10-25,Affiliate,1164.4,400.0,-39.0,15
401,2022-11-06,Instagram,371.6222222222222,624.0,-78.5,45
402,2022-10-01,Instagram,417.875,199.0,-6.0,8
403,2022-09-17,Instagram,395.375,,,8
404,2024-02-23,Google,825.6363636363636,,,55
405,2023-09-14,Affiliate,740.3333333333334,1450.0,-24.0,18
406,2022-12-26,Google,332.4347826086956,199.0,-305.0,23
407,2024-02-08,Affiliate,498.2083333333333,,,24
408,2023-12-20,Affiliate,596.125,,,16
409,2024-02-23,MyRewards,486.6666666666667,,,6
410,2023-05-29,Instagram,354.32142857142856,1157.5,-165.0,28
411,2023-01-18,MyRewards,370.7142857142857,,,7
412,2023-04-06,Others,585.3157894736842,,,19
413,2023-07-26,MyRewards,572.741935483871,939.6666666666666,-48.666666666666664,31
414,2022-09-29,Affiliate,345.5,,,2
415,2023-04-06,Instagram,255.66666666666666,,,3
416,2023-02-27,Affiliate,831.0,,,3
417,2023-11-23,Instagram,509.5,,,2
418,2023-11-12,Others,629.4,,,5
419,2023-10-08,MyRewards,537.9230769230769,,,13
420,2024-02-29,Affiliate,751.1428571428571,,,6
421,2024-02-08,Instagram,372.0,,,2
422,2023-11-26,MyRewards,565.0,,,5
423,2022-09-28,Instagram,224.0,,,1
424,2022-09-28,Affiliate,395.0,,,1
425,2023-10-25,Instagram,249.0,,,1
426,2023-10-24,Direct/SEO,691.5946601941747,587.4444444444445,-21.333333333333332,401
427,2023-12-07,Facebook,729.2182952182952,829.0,-46.57142857142857,478
428,2023-10-04,Direct/SEO,669.8183088749126,817.3239436619718,-52.95774647887324,1398
429,2023-10-28,Facebook,749.7545839210155,669.8333333333334,-68.5,705
430,2023-01-01,Direct/SEO,675.0089285714286,557.1694915254237,-154.3050847457627,874
431,2023-01-16,Others,635.2597402597403,525.8571428571429,-131.85714285714286,534
432,2023-09-13,Google,619.4133333333333,0.0,-3.0,74
433,2023-07-16,Direct/SEO,711.173417721519,776.8571428571429,-51.0,763
434,2023-06-23,Direct/SEO,758.2986425339367,545.6470588235294,-75.6470588235294,214
435,2022-09-19,MyRewards,386.13953488372096,,,86
436,2023-10-12,Facebook,694.1442463533225,389.2,-59.6,614
437,2023-07-14,Google,681.7692307692307,,,39
438,2023-01-28,Direct/SEO,721.9677790563867,601.4285714285714,-118.68253968253968,846
439,2023-01-13,Direct/SEO,594.2917093142272,748.234375,-110.4375,950
440,2023-09-08,Others,582.7285932721712,667.5,-44.125,1302
441,2023-10-05,Direct/SEO,643.1585365853658,792.0666666666667,-19.0,487
442,2024-01-16,Facebook,634.2622950819672,,,60
443,2023-09-16,Affiliate,638.6206896551724,,,29
444,2023-03-23,Facebook,519.8375,555.7777777777778,-143.33333333333334,501
445,2023-10-27,Direct/SEO,689.4879518072289,681.48,-52.44,648
446,2023-04-10,Google,555.1317073170732,537.2,-90.9,203
447,2023-02-11,Direct/SEO,611.2528147389969,494.42857142857144,-172.69387755102042,949
448,2023-10-20,Direct/SEO,714.2555865921788,506.28125,-31.8125,693
449,2023-07-20,Direct/SEO,664.3201251303441,587.6415094339623,-80.88679245283019,944
450,2022-10-22,Direct/SEO,600.3577586206897,572.7,-183.0,230
451,2022-10-30,Google,351.55384615384617,672.5,-443.0,64
452,2022-09-06,Facebook,342.5040431266846,500.46153846153845,-137.92307692307693,371
453,2023-09-16,Others,615.4946666666667,849.5,-81.0,743
454,2024-01-12,Others,602.4553191489362,1011.0,-2.0,234
455,2022-12-12,MyRewards,404.82758620689657,,,29
456,2022-12-16,Facebook,554.4539141414141,610.5652173913044,-113.95652173913044,393
457,2023-06-06,Others,796.986559139785,459.0,-94.0,371
458,2023-04-20,Facebook,521.8728682170542,672.5833333333334,-141.16666666666666,645
459,2022-10-07,Direct/SEO,1357.8033707865168,490.0,-143.58620689655172,519
460,2022-09-19,Google,353.01428571428573,354.5,-78.75,70
461,2024-02-06,Facebook,759.5714285714286,,,14
462,2022-10-04,MyRewards,345.6015037593985,172.0,-248.5,133
463,2023-05-23,Direct/SEO,637.9782608695652,566.75,-151.0,181
464,2023-04-24,Others,651.6222222222223,790.0,-5.0,45
465,2023-01-29,MyRewards,267.50943396226415,399.0,-12.0,52
466,2022-11-22,Instagram,385.8974358974359,199.0,-40.0,39
467,2024-03-01,Others,708.1739130434783,,,23
468,2023-01-16,Instagram,375.9655172413793,,,28
469,2022-11-22,Others,399.77842565597666,797.1,-130.3,343
470,2023-03-27,Others,625.5875,,,63
471,2022-10-30,MyRewards,362.04424778761063,750.0,-263.0,113
472,2023-11-04,Facebook,658.0769230769231,700.0,-22.0,104
473,2023-04-10,MyRewards,344.36842105263156,790.0,-10.0,75
474,2023-01-10,Facebook,629.1592356687898,717.0,-87.66666666666667,155
475,2023-04-19,Others,598.608,1038.5,-10.0,75
476,2023-06-06,Instagram,325.8333333333333,395.0,-40.0,12
477,2023-01-11,Facebook,601.3424657534247,540.1666666666666,-165.83333333333334,146
478,2023-01-29,Google,444.10526315789474,499.5,-9.5,37
479,2022-10-04,Google,330.9791666666667,219.0,-116.0,95
480,2024-02-13,Others,703.0,,,5
481,2023-12-29,Google,700.6585365853658,873.0,-4.0,40
482,2023-10-03,Google,691.8392857142857,699.0,-1.0,54
483,2023-04-29,Facebook,653.1724137931035,726.2857142857143,-124.71428571428571,86
484,2022-12-12,Google,353.80392156862746,,,50
485,2023-06-06,Affiliate,597.4615384615385,395.0,-128.0,13
486,2023-03-27,Instagram,410.0,,,8
487,2023-09-13,MyRewards,625.6,,,15
488,2023-09-08,Affiliate,532.15,799.0,-6.0,20
489,2023-10-03,MyRewards,662.0,,,2
490,2023-09-16,Instagram,538.4,,,5
491,2023-07-14,MyRewards,307.73333333333335,572.5,-12.0,14
492,2023-11-03,Google,1179.3333333333333,,,3
493,2023-12-29,MyRewards,534.5,,,4
494,2023-03-27,Affiliate,760.0,,,1
495,2023-04-24,Instagram,259.0,,,4
496,2024-01-12,Affiliate,532.0,,,2
497,2023-04-19,Instagram,300.6666666666667,,,6
498,2022-11-22,Affiliate,611.8,199.0,-317.0,5
499,2023-09-08,Instagram,499.0,,,2
500,2023-04-24,Affiliate,239.0,,,2
501,2023-01-16,Affiliate,395.0,,,1
502,2023-07-17,Direct/SEO,648.3525179856115,730.7586206896551,-56.58620689655172,270
503,2023-04-10,Others,647.5778188539741,298.0,-192.83333333333334,541
504,2023-08-06,Direct/SEO,627.529292929293,653.4090909090909,-94.86363636363636,961
505,2023-04-26,Direct/SEO,680.3978378378379,632.65,-138.275,915
506,2024-02-03,Direct/SEO,620.0648351648351,579.7586206896551,-5.689655172413793,884
507,2023-01-20,Facebook,532.9632867132867,594.2777777777778,-135.55555555555554,568
508,2023-11-09,Direct/SEO,687.6243315508021,521.2666666666667,-51.86666666666667,740
509,2022-09-15,Facebook,337.2731707317073,688.0,-233.55555555555554,204
510,2023-07-24,Direct/SEO,763.7486338797814,654.0588235294117,-85.96078431372548,900
511,2022-11-04,Direct/SEO,532.0220820189274,634.40625,-145.58461538461538,1250
512,2024-01-02,Facebook,605.4623115577889,1298.0,-52.0,396
513,2022-09-19,Others,404.7682926829268,609.7142857142857,-261.7142857142857,163
514,2023-12-10,Direct/SEO,703.066037735849,493.6666666666667,-59.5,209
515,2024-02-14,Direct/SEO,639.0710784313726,625.0,-9.0,800
516,2023-12-03,Direct/SEO,620.8853503184713,585.8333333333334,-30.916666666666668,927
517,2023-09-08,Google,672.312,547.0,-29.4,125
518,2024-01-11,Direct/SEO,715.5911111111111,507.7692307692308,-17.0,218
519,2023-05-16,Direct/SEO,669.349223946785,608.7666666666667,-117.5,888
520,2023-07-14,Others,763.9613259668508,1052.5,-6.0,181
521,2023-11-29,Direct/SEO,636.7149758454107,444.5,-27.5,403
522,2023-12-29,Others,641.693851944793,497.0,-18.0,797
523,2022-10-13,Direct/SEO,607.8562874251497,607.4736842105264,-158.97368421052633,811
524,2022-10-30,Others,401.80285714285714,424.75,-80.875,346
525,2022-09-14,Facebook,340.38437001594895,1061.2592592592594,-164.5185185185185,624
526,2024-01-14,Facebook,665.9983249581239,587.0,-35.75,594
527,2023-02-10,Facebook,483.8639705882353,656.9655172413793,-137.93103448275863,541
528,2022-10-04,Others,379.9470588235294,594.5,-161.8181818181818,506
529,2023-08-21,Direct/SEO,630.2592592592592,543.4,-90.7,314
530,2023-09-13,Others,626.5483870967741,324.0,-63.0,309
531,2023-01-29,Others,578.4812362030905,690.25,-140.0,450
532,2023-03-27,Google,474.75,174.0,-161.5,59
533,2023-02-05,Direct/SEO,539.0892018779343,746.6666666666666,-121.41666666666667,208
534,2023-03-02,Direct/SEO,600.3514986376022,612.2222222222222,-187.11111111111111,363
535,2022-11-18,Facebook,492.3208430913349,546.8333333333334,-176.05555555555554,426
536,2022-12-12,Others,492.7185929648241,690.7777777777778,-141.11111111111111,197
537,2023-04-19,Google,496.19117647058823,685.25,-116.0,67
538,2023-01-16,Google,482.9074074074074,339.0,-176.0,54
539,2023-09-16,Google,606.2718446601941,348.0,-140.0,101
540,2023-09-08,MyRewards,405.06666666666666,1595.5,-8.0,44
541,2023-10-03,Others,581.0960698689956,799.0,-78.0,228
542,2022-12-06,Direct/SEO,633.8716981132076,633.0714285714286,-226.85714285714286,261
543,2022-12-12,Instagram,361.3636363636364,199.0,-61.0,11
544,2022-11-22,MyRewards,343.7450980392157,198.0,-443.0,101
545,2023-06-06,Google,677.5652173913044,232.0,-179.33333333333334,90
546,2023-04-09,Direct/SEO,632.3913043478261,280.5,-132.8,69
547,2022-10-30,Instagram,349.57575757575756,607.25,-232.75,33
548,2023-11-03,Others,569.1714285714286,,,68
549,2023-01-29,Instagram,295.61538461538464,,,26
550,2023-01-16,MyRewards,394.2043010752688,,,93
551,2023-04-24,Google,563.4,,,25
552,2023-12-29,Affiliate,580.9444444444445,,,18
553,2023-07-14,Instagram,459.8,160.0,-61.0,9
554,2024-01-12,Google,509.1111111111111,,,9
555,2023-04-24,MyRewards,358.85714285714283,,,7
556,2023-03-27,MyRewards,306.4166666666667,,,12
557,2023-04-10,Instagram,305.5263157894737,,,19
558,2023-06-06,MyRewards,401.15384615384613,799.0,-128.0,52
559,2023-09-16,MyRewards,560.3611111111111,,,36
560,2024-03-01,Google,547.5,,,2
561,2023-09-13,Affiliate,478.0,345.0,-20.0,11
562,2023-07-14,Affiliate,307.5,,,2
563,2022-10-04,Instagram,358.25,,,16
564,2023-04-19,MyRewards,307.3333333333333,,,12
565,2022-12-12,Affiliate,249.5,,,4
566,2023-11-03,Affiliate,765.6666666666666,,,3
567,2023-10-03,Affiliate,668.8181818181819,,,11
568,2024-03-01,MyRewards,645.0,,,2
569,2024-01-12,MyRewards,1450.0,,,1
570,2023-12-29,Instagram,494.5,,,2
571,2022-09-19,Instagram,198.0,,,3
572,2022-09-19,Affiliate,395.0,,,1
573,2022-10-04,Affiliate,217.0,,,1
574,2024-02-13,MyRewards,299.0,,,1
575,2022-09-14,Others,460.5483870967742,2201.0,-177.36,431
576,2022-10-04,Facebook,390.213644524237,584.6875,-155.125,552
577,2022-10-30,Facebook,509.0959232613909,569.7096774193549,-175.53225806451613,830
578,2023-02-10,Others,621.5467980295566,991.6,-166.2,405
579,2022-12-12,Facebook,438.875,620.8333333333334,-104.33333333333333,199
580,2022-09-06,MyRewards,352.2865497076023,289.0,-157.0,171
581,2023-10-03,Facebook,585.303448275862,874.8,-11.4,289
582,2024-01-02,Others,634.3426294820717,767.8,-34.6,1248
583,2024-02-23,Direct/SEO,686.0734214390602,1125.0,-6.0,671
584,2022-09-06,Google,345.69473684210527,337.0,-95.0,95
585,2023-07-14,Facebook,753.3283582089553,770.7692307692307,-76.46153846153847,332
586,2022-09-19,Facebook,346.5430711610487,628.7333333333333,-156.2,265
587,2023-04-10,Facebook,577.1879658385093,765.5555555555555,-138.66666666666666,635
588,2022-11-18,Others,435.61095100864554,677.8181818181819,-211.72727272727272,345
589,2023-10-08,Direct/SEO,712.0883977900553,549.1081081081081,-50.054054054054056,886
590,2022-09-15,Others,431.5049019607843,514.9,-133.5,203
591,2023-10-28,Google,689.6169154228855,339.3333333333333,-27.0,201
592,2023-07-26,Direct/SEO,705.2127417519908,660.2105263157895,-106.57894736842105,858
593,2023-04-20,Google,528.906862745098,667.75,-73.125,200
594,2024-01-14,Others,562.1698412698413,,,628
595,2023-11-03,Facebook,692.1272727272727,824.0,-6.0,55
596,2023-03-23,MyRewards,361.95454545454544,507.3333333333333,-204.33333333333334,66
597,2023-12-29,Facebook,686.5763888888889,935.25,-14.75,288
598,2023-01-20,Others,597.1719077568134,771.4444444444445,-200.66666666666666,474
599,2022-12-26,Direct/SEO,546.7766233766233,461.6666666666667,-138.16666666666666,380
600,2022-11-18,Instagram,358.7674418604651,995.0,-410.0,43
601,2023-01-18,Direct/SEO,611.8715083798883,696.6363636363636,-151.1818181818182,175
602,2023-01-29,Facebook,460.48930481283423,510.5,-142.61111111111111,747
603,2023-09-13,Facebook,603.2127659574468,680.8571428571429,-76.0,282
604,2024-02-06,Google,616.6923076923077,,,38
605,2023-12-07,MyRewards,510.2,,,15
606,2023-10-12,Google,654.3481012658228,990.0,-16.0,157
607,2023-04-20,MyRewards,313.28915662650604,718.75,-86.5,82
608,2023-02-10,Instagram,252.8695652173913,,,23
609,2023-04-29,Google,620.9545454545455,,,21
610,2023-11-26,Direct/SEO,697.3396226415094,582.2307692307693,-45.61538461538461,360
611,2022-12-16,Google,386.1044776119403,771.6666666666666,-215.0,67
612,2023-03-23,Google,504.5639534883721,1092.5,-208.0,170
613,2023-01-20,Instagram,399.5416666666667,662.0,-314.0,24
614,2023-12-07,Google,626.5932203389831,,,58
615,2023-10-28,MyRewards,596.4117647058823,,,17
616,2023-01-10,MyRewards,385.7647058823529,,,17
617,2023-01-11,Google,455.8,289.0,-31.0,10
618,2022-09-15,Affiliate,337.4,,,5
619,2024-01-02,Affiliate,404.8,,,10
620,2023-10-12,MyRewards,502.8125,349.0,-134.0,32
621,2024-02-06,MyRewards,396.0,,,3
622,2023-01-11,MyRewards,405.53846153846155,299.0,-286.0,13
623,2022-12-16,MyRewards,351.5,,,35
624,2024-01-16,Google,497.07142857142856,,,14
625,2023-11-04,Google,641.7272727272727,,,11
626,2023-01-10,Google,606.7777777777778,499.0,-164.0,7
627,2024-01-14,Affiliate,667.5882352941177,,,17
628,2023-11-04,MyRewards,474.5,,,2
629,2022-09-14,Instagram,342.57142857142856,,,14
630,2023-01-20,Affiliate,402.3333333333333,,,3
631,2024-01-14,Instagram,890.6666666666666,,,3
632,2022-09-15,Instagram,395.0,395.0,-216.0,2
633,2023-04-29,MyRewards,409.6666666666667,,,3
634,2024-01-02,Instagram,1125.0,,,1
635,2023-02-10,Affiliate,400.3333333333333,,,3
636,2022-11-18,Affiliate,199.0,,,1
