,FirstOrderDate,marketing_channel,CV_90,customer_count
321,2023-01-13,Others,725.5747572815534,494
322,2023-01-16,Direct/SEO,788.4343434343434,1055
323,2023-06-06,Direct/SEO,808.123595505618,821
324,2022-11-04,MyRewards,392.1949685534591,155
325,2023-09-14,Facebook,748.8509803921569,246
326,2022-11-06,Facebook,528.3741935483871,588
327,2022-09-28,Facebook,389.42148760330576,337
328,2023-09-08,Direct/SEO,1080.1472191930206,1626
329,2023-05-29,Facebook,787.7777777777778,893
330,2022-11-22,Direct/SEO,706.925176056338,1065
331,2023-07-20,Others,764.3948598130842,422
332,2023-02-27,Facebook,647.5156950672646,215
333,2023-07-17,Google,961.0,35
334,2023-01-01,Others,564.546875,367
335,2024-01-12,Direct/SEO,660.620253164557,154
336,2023-07-16,Others,794.8973214285714,222
337,2023-11-23,Facebook,689.9929140832595,1113
338,2023-09-16,Direct/SEO,789.5755868544601,1002
339,2023-10-05,Others,622.3884711779449,397
340,2023-10-27,Others,603.5966386554621,471
341,2023-10-25,Facebook,755.4585987261147,459
342,2023-01-06,Facebook,720.1059539052496,732
343,2023-02-11,Others,650.4611650485436,401
344,2022-09-17,Facebook,422.1369426751592,295
345,2023-01-28,Others,600.5770065075922,442
346,2023-10-04,Others,610.42,1083
347,2022-10-22,Others,525.4460431654676,129
348,2023-05-16,Google,707.515873015873,125
349,2023-12-20,Facebook,713.7724014336918,552
350,2023-04-26,Google,660.7222222222222,175
351,2022-09-29,Facebook,421.53417721518986,372
352,2023-03-27,Direct/SEO,877.1158536585366,150
353,2023-05-16,MyRewards,530.2894736842105,37
354,2022-12-06,Google,460.79411764705884,32
355,2023-10-24,Others,620.9775280898876,264
356,2023-07-24,Google,1001.8151260504202,111
357,2023-10-20,Others,594.1856540084389,473
358,2024-02-08,Facebook,816.276836158192,346
359,2023-04-06,Facebook,545.5227272727273,43
360,2023-11-09,Google,720.1901840490798,162
361,2023-12-03,Google,710.1478260869566,111
362,2024-02-13,Direct/SEO,2807.846153846154,11
363,2022-10-13,Google,812.989010989011,77
364,2022-10-13,MyRewards,361.5138888888889,143
365,2023-06-23,Others,1080.921875,58
366,2024-02-29,Facebook,736.0673076923077,208
367,2023-10-20,Affiliate,495.44444444444446,9
368,2023-03-02,MyRewards,347.38461538461536,13
369,2022-10-01,Facebook,438.646017699115,108
370,2023-04-24,Direct/SEO,688.0366972477065,108
371,2022-11-04,Google,485.5542168674699,77
372,2023-04-19,Direct/SEO,606.0705882352942,170
373,2022-10-07,Others,409.885593220339,224
374,2023-08-21,Google,744.0377358490566,50
375,2023-11-29,Google,641.4754098360655,61
376,2023-05-23,Others,687.074074074074,78
377,2023-01-01,Instagram,404.86206896551727,29
378,2024-03-01,Direct/SEO,664.8412698412699,62
379,2023-12-10,Google,677.2173913043479,22
380,2023-04-26,MyRewards,418.9855072463768,67
381,2023-07-17,MyRewards,656.5714285714286,7
382,2024-02-14,Google,644.4583333333334,24
383,2022-12-06,MyRewards,339.42105263157896,19
384,2022-10-07,Affiliate,395.0,1
385,2024-02-03,Google,770.0769230769231,39
386,2023-08-06,Google,792.9464285714286,104
387,2023-08-06,MyRewards,643.09375,31
388,2022-10-22,Instagram,409.1666666666667,6
389,2023-12-03,MyRewards,596.2083333333334,23
390,2024-02-14,MyRewards,601.0,5
391,2023-07-24,MyRewards,604.03125,30
392,2023-07-20,Affiliate,618.0833333333334,12
393,2023-03-02,Google,445.2857142857143,14
394,2023-02-05,Google,435.6666666666667,6
395,2023-07-16,Instagram,605.6,5
396,2023-01-13,Affiliate,790.0,2
397,2023-02-11,Instagram,264.88,25
398,2023-01-28,Instagram,278.9642857142857,28
399,2023-02-05,MyRewards,339.3076923076923,13
400,2023-11-09,MyRewards,686.6666666666666,12
401,2023-10-04,Instagram,591.0,5
402,2024-01-11,Google,730.6333333333333,30
403,2023-04-09,Google,573.7142857142857,21
404,2023-08-21,MyRewards,693.5,2
405,2023-07-16,Affiliate,655.3,9
406,2022-10-07,Instagram,375.8,5
407,2023-05-23,Instagram,319.0,2
408,2023-02-11,Affiliate,454.4,5
409,2023-05-23,Affiliate,549.1666666666666,6
410,2023-06-23,Affiliate,772.75,4
411,2023-01-13,Instagram,374.625,32
412,2023-10-27,Affiliate,591.6666666666666,3
413,2024-02-03,MyRewards,364.90909090909093,11
414,2023-10-04,Affiliate,627.2,15
415,2023-01-01,Affiliate,3409.6666666666665,4
416,2023-10-05,Affiliate,444.3333333333333,3
417,2023-11-12,Facebook,473.6666666666667,5
418,2024-01-11,MyRewards,390.75,4
419,2023-10-24,Instagram,499.5,2
420,2023-12-10,MyRewards,217.66666666666666,3
421,2023-07-20,Instagram,609.5,2
422,2023-04-09,MyRewards,319.0,2
423,2023-10-24,Affiliate,1095.0,1
424,2023-10-27,Instagram,750.0,1
425,2022-09-19,Facebook,417.07773851590105,265
426,2023-01-20,Others,632.7216494845361,474
427,2023-07-14,Facebook,824.7550432276657,332
428,2022-10-04,Facebook,489.3973063973064,552
429,2023-10-03,Facebook,691.2655737704918,289
430,2023-03-23,MyRewards,428.71014492753625,66
431,2022-10-30,Facebook,609.9015659955257,830
432,2023-09-13,Facebook,639.0242214532872,282
433,2024-01-02,Others,646.537728355838,1248
434,2023-07-26,Direct/SEO,857.8682505399568,858
435,2024-02-23,Direct/SEO,711.3489736070381,671
436,2022-09-14,Instagram,342.57142857142856,14
437,2023-11-26,Direct/SEO,818.3298701298701,360
438,2023-01-29,Facebook,487.25819134993446,747
439,2022-09-06,MyRewards,354.0,171
440,2023-04-10,Facebook,628.3017611026033,635
441,2023-12-07,Google,645.6101694915254,58
442,2023-10-08,Direct/SEO,803.921858500528,886
443,2022-12-12,Facebook,512.4514563106796,199
444,2023-02-10,Others,647.9756097560976,405
445,2023-12-29,Facebook,710.1202749140894,288
446,2022-11-18,Others,496.61281337047353,345
447,2022-12-26,Direct/SEO,598.5995024875622,380
448,2022-12-16,MyRewards,373.1666666666667,35
449,2022-09-14,Others,720.4580645161291,431
450,2023-04-20,Google,674.8551401869158,200
451,2024-01-14,Others,570.4936507936508,628
452,2023-04-20,MyRewards,417.8426966292135,82
453,2024-02-06,MyRewards,396.0,3
454,2023-10-12,MyRewards,519.1818181818181,32
455,2023-01-18,Direct/SEO,809.9948186528497,175
456,2024-02-06,Google,658.5897435897435,38
457,2022-09-15,Others,496.0607476635514,203
458,2022-12-16,Google,451.5857142857143,67
459,2023-03-23,Google,587.542372881356,170
460,2023-10-28,Google,707.7843137254902,201
461,2023-10-12,Google,673.0314465408806,157
462,2022-11-18,Instagram,402.1818181818182,43
463,2024-01-14,Affiliate,667.5882352941177,17
464,2023-01-20,Instagram,501.03846153846155,24
465,2022-09-06,Google,360.4742268041237,95
466,2023-04-29,Google,678.9545454545455,21
467,2024-01-16,Google,497.07142857142856,14
468,2023-11-03,Facebook,1002.0677966101695,55
469,2023-12-07,MyRewards,510.2,15
470,2023-01-10,Google,1303.5,7
471,2023-11-04,Google,641.7272727272727,11
472,2023-01-11,MyRewards,703.0666666666667,13
473,2023-02-10,Instagram,252.8695652173913,23
474,2023-10-28,MyRewards,644.8823529411765,17
475,2023-01-10,MyRewards,385.7647058823529,17
476,2024-01-02,Affiliate,583.0,10
477,2023-04-29,MyRewards,409.6666666666667,3
478,2022-09-15,Instagram,592.5,2
479,2023-01-11,Google,485.0,10
480,2022-09-15,Affiliate,337.4,5
481,2023-01-20,Affiliate,402.3333333333333,3
482,2024-01-02,Instagram,1125.0,1
483,2023-11-04,MyRewards,474.5,2
484,2023-02-10,Affiliate,400.3333333333333,3
485,2022-11-18,Affiliate,199.0,1
486,2024-01-14,Instagram,890.6666666666666,3
487,2022-12-16,Direct/SEO,729.6373626373627,579
488,2022-11-06,Others,519.0209059233449,551
489,2023-01-11,Direct/SEO,1098.5139442231075,223
490,2023-10-04,Facebook,692.737747205503,1136
491,2023-12-20,Others,616.2868571428571,870
492,2022-11-06,Instagram,603.8367346938776,45
493,2023-07-16,Facebook,838.6826347305389,325
494,2023-04-20,Direct/SEO,670.660501981506,726
495,2022-09-29,Others,393.0994897959184,375
496,2023-11-04,Direct/SEO,900.0769230769231,130
497,2022-09-17,Others,444.0,196
498,2023-10-12,Direct/SEO,807.9496788008565,877
499,2024-02-06,Direct/SEO,1773.1076555023924,791
500,2023-07-20,Facebook,986.4481012658227,739
501,2023-02-27,Others,501.40531561461796,295
502,2023-01-01,Facebook,611.0434782608696,603
503,2023-10-20,Facebook,803.4369158878504,414
504,2022-09-06,Direct/SEO,566.3946395563771,1004
505,2023-01-06,Others,602.6348195329088,460
506,2023-10-27,Facebook,787.6436781609195,599
507,2023-02-11,Facebook,534.6848484848484,566
508,2022-10-07,Facebook,456.78507462686565,315
509,2023-10-25,Others,597.0576540755467,502
510,2023-10-24,Facebook,777.6482558139535,335
511,2023-11-23,Others,559.728181212525,2980
512,2022-10-22,Facebook,432.84722222222223,136
513,2023-12-07,Direct/SEO,757.1001177856301,808
514,2024-02-23,Google,825.6363636363636,55
515,2023-09-14,Others,624.9195710455764,365
516,2023-10-28,Direct/SEO,815.8454356846473,913
517,2023-01-10,Direct/SEO,799.7203065134099,239
518,2024-02-08,Others,690.0442857142857,698
519,2023-01-28,Facebook,502.1961651917404,659
520,2024-02-29,Others,701.4944444444444,180
521,2023-03-23,Direct/SEO,801.0965116279069,807
522,2023-01-13,Facebook,702.7230273752012,580
523,2023-11-26,Google,663.5307692307692,125
524,2022-09-28,Others,361.9315476190476,319
525,2023-07-26,MyRewards,945.1142857142858,31
526,2023-05-29,Others,721.5619047619048,312
527,2022-12-26,Google,388.7083333333333,23
528,2023-10-05,Facebook,670.0105540897098,371
529,2023-01-18,Google,393.5,10
530,2023-04-29,Direct/SEO,1215.6168224299065,175
531,2023-10-08,Google,662.1442307692307,104
532,2023-07-26,Google,993.5795454545455,84
533,2023-06-23,Facebook,723.0466666666666,141
534,2023-05-23,Facebook,653.7794871794872,184
535,2023-01-06,Instagram,403.10526315789474,19
536,2023-02-27,Affiliate,1160.6666666666667,3
537,2023-01-18,MyRewards,370.7142857142857,7
538,2022-12-26,MyRewards,643.1470588235294,31
539,2023-04-06,Others,585.3157894736842,19
540,2023-02-27,Instagram,384.78125,31
541,2024-01-16,Direct/SEO,851.7984496124031,117
542,2022-10-01,Others,361.9268292682927,80
543,2023-10-08,MyRewards,630.0769230769231,13
544,2024-02-08,Affiliate,498.2083333333333,24
545,2023-05-29,Instagram,506.3,28
546,2023-05-29,Affiliate,558.375,16
547,2023-09-14,Affiliate,906.5263157894736,18
548,2022-10-01,Instagram,462.22222222222223,8
549,2022-09-17,Instagram,395.375,8
550,2023-10-25,Affiliate,1185.375,15
551,2022-09-28,Affiliate,395.0,1
552,2024-02-29,Affiliate,936.5714285714286,6
553,2023-11-12,Others,629.4,5
554,2023-11-26,MyRewards,565.0,5
555,2023-12-20,Affiliate,596.125,16
556,2024-02-23,MyRewards,685.6666666666666,6
557,2023-04-06,Instagram,255.66666666666666,3
558,2022-09-29,Affiliate,345.5,2
559,2022-09-28,Instagram,448.0,1
560,2023-11-23,Instagram,509.5,2
561,2023-11-23,Affiliate,752.0,4
562,2024-02-08,Instagram,372.0,2
563,2023-10-25,Instagram,249.0,1
564,2023-01-18,Others,626.6744186046511,83
565,2022-09-14,Direct/SEO,679.9351669941061,1404
566,2023-05-29,MyRewards,424.10714285714283,54
567,2023-02-10,Direct/SEO,878.5735682819384,1013
568,2022-10-13,Facebook,464.51486988847586,503
569,2022-11-04,Facebook,653.5274261603375,664
570,2022-09-29,Google,369.8,81
571,2023-04-26,Facebook,731.5432473444613,640
572,2023-07-24,Facebook,875.0467445742905,571
573,2023-11-09,Facebook,716.2085769980507,507
574,2022-12-26,Others,532.4235294117647,161
575,2023-01-20,Direct/SEO,700.3867041198502,997
576,2023-02-27,MyRewards,302.375,24
577,2023-10-25,Google,683.7894736842105,130
578,2023-11-23,Google,731.8333333333334,293
579,2023-10-08,Others,603.9960238568589,498
580,2023-05-29,Google,876.5971223021583,125
581,2022-11-18,Direct/SEO,691.5352775164629,997
582,2023-11-29,Facebook,666.0141843971631,275
583,2023-07-26,Others,820.7893333333334,366
584,2022-09-15,Direct/SEO,551.277566539924,507
585,2024-02-08,Google,850.075,38
586,2022-09-17,Google,385.3611111111111,70
587,2023-08-06,Facebook,632.9212690951821,822
588,2024-01-02,Direct/SEO,712.5715935334873,830
589,2024-02-03,Facebook,745.5823095823096,403
590,2022-09-28,MyRewards,326.2865497076023,169
591,2023-02-05,Facebook,564.814606741573,171
592,2024-01-14,Direct/SEO,711.5004935834156,960
593,2024-02-14,Facebook,705.5425219941349,340
594,2024-01-11,Facebook,611.0753424657535,146
595,2023-12-03,Facebook,762.5927152317881,592
596,2023-12-10,Facebook,634.6470588235294,119
597,2023-05-16,Facebook,724.0612244897959,711
598,2023-01-06,Google,702.6349206349206,58
599,2022-09-29,MyRewards,400.3382352941176,135
600,2024-02-29,Google,587.3666666666667,30
601,2022-11-06,MyRewards,400.6986301369863,143
602,2022-11-06,Google,504.81111111111113,83
603,2023-08-21,Facebook,615.7176470588236,326
604,2023-07-17,Facebook,836.6034482758621,169
605,2024-02-23,Others,699.455421686747,414
606,2023-09-14,Google,664.275,38
607,2022-12-06,Facebook,527.7344632768362,169
608,2023-10-25,MyRewards,585.5384615384615,13
609,2023-12-20,Google,755.5084745762712,114
610,2022-09-28,Google,2707.433962264151,100
611,2023-11-26,Others,735.4936170212766,222
612,2022-10-01,MyRewards,343.6,30
613,2022-12-26,Instagram,567.6923076923077,11
614,2023-11-23,MyRewards,569.7407407407408,27
615,2023-01-06,MyRewards,441.8252427184466,101
616,2023-03-02,Facebook,593.1287128712871,193
617,2023-10-08,Affiliate,848.5526315789474,76
618,2023-04-06,Google,619.1111111111111,17
619,2022-09-17,MyRewards,425.23333333333335,88
620,2023-12-20,MyRewards,606.5555555555555,9
621,2023-04-09,Facebook,650.4155844155844,72
622,2022-10-01,Google,367.96875,30
623,2023-09-14,MyRewards,435.6666666666667,9
624,2024-02-29,MyRewards,506.6666666666667,3
625,2024-02-08,MyRewards,839.0,6
626,2024-02-23,Affiliate,387.8,10
627,2023-02-27,Google,370.0,10
628,2023-01-18,Affiliate,1190.0,1
629,2023-01-18,Instagram,334.6666666666667,6
630,2023-07-26,Instagram,581.5714285714286,7
631,2024-02-23,Instagram,666.5,2
632,2023-04-06,MyRewards,279.0,3
633,2023-11-26,Instagram,1190.0,1
634,2023-07-26,Affiliate,871.7777777777778,9
635,2023-11-26,Affiliate,1245.5,2
636,2023-10-08,Instagram,99.5,2
